Soortgroep;Soorten;beheercode
planten;grote tijm;N07.02
planten;hamerblaadje;N07.02
planten;heidespurrie;N07.02
planten;hondsviooltje;N07.02
planten;jeneverbes;N07.02
planten;klein tasjeskruid;N07.02
planten;oeverkruid;N07.02
planten;slank stapelbekertje;N07.02
planten;stuifzandkorrelloof;N07.02
planten;stuifzandstapelbekertje;N07.02
planten;tandjesgras;N07.02
planten;vroege haver;N07.02
planten;wollig korrelloof;N07.02
planten;IJslands mos;N07.02
planten;zandblauwtje;N07.02
planten;zilverhaver;N07.02
vissen;alver;N02.01
vissen;barbeel;N02.01
vissen;beekforel;N02.01
vissen;bermpje;N02.01
vissen;bot;N02.01
vissen;elft;N02.01
vissen;elrits;N02.01
vissen;fint;N02.01
vissen;gestippelde alver;N02.01
vissen;houting;N02.01
vissen;kopvoorn;N02.01
vissen;kwabaal;N02.01
vissen;paling;N02.01
vissen;rivierdonderpad;N02.01
vissen;riviergrondel;N02.01
vissen;rivierprik;N02.01
vissen;serpeling;N02.01
vissen;spiering;N02.01
vissen;sneep;N02.01
vissen;steur;N02.01
vissen;winde;N02.01
vissen;zalm;N02.01
vissen;zeeforel;N02.01
vissen;zeeprik;N02.01
vissen;grote modderkruiper;N02.01
vissen;kleine modderkruiper;N02.01
vissen;kroeskarper;N02.01
vissen;paling;N02.01
vissen;ruisvoorn;N02.01
vissen;snoek;N02.01
vissen;tiendoornige stekelbaars;N02.01
vissen;vetje;N02.01
vissen;winde;N02.01
vissen;zeelt;N02.01
vissen;ruisvoorn-snoek;N02.01
vissen;adderzeenaald;N01.01
vissen;botervis;N01.01
vissen;diklipharder;N01.01
vissen;grote pieterman;N01.01
vissen;kleine pieterman;N01.01
vissen;stekelrog;N01.01
vissen;tong;N01.01
vissen;vijfdradige meun;N01.01
vissen;zeestekelbaars;N01.01
vissen;alver;N04.04
vissen;baars;N04.04
vissen;bittervoorn;N04.04
vissen;blankvoorn;N04.04
vissen;brasem;N04.04
vissen;driedoornige stekelbaars;N04.04
vissen;grote modderkruiper;N04.04
vissen;karper;N04.04
vissen;kleine modderkruiper;N04.04
vissen;kolblei;N04.04
vissen;kroeskarper;N04.04
vissen;kwabaal;N04.04
vissen;meerval;N04.04
vissen;paling;N04.04
vissen;pos;N04.04
vissen;rivierdonderpad;N04.04
vissen;riviergrondel;N04.04
vissen;ruisvoorn;N04.04
vissen;snoek;N04.04
vissen;snoekbaars;N04.04
vissen;tiendoornige stekelbaars;N04.04
vissen;vetje;N04.04
vissen;winde;N04.04
vissen;zeelt;N04.04
vissen;ansjovis;N04.04
vissen;bot;N04.04
vissen;botervis;N04.04
vissen;brakwatergrondel;N04.04
vissen;dikkopje;N04.04
vissen;driedoornige stekelbaars;N04.04
vissen;elft;N04.04
vissen;fint;N04.04
vissen;geep;N04.04
vissen;glasgrondel;N04.04
vissen;griet;N04.04
vissen;grote zeenaald;N04.04
vissen;haring;N04.04
vissen;harnasman;N04.04
vissen;houting;N04.04
vissen;kabeljauw;N04.04
vissen;kleine zeenaald;N04.04
vissen;koornaarvis;N04.04
vissen;paling;N04.04
vissen;puitaal;N04.04
vissen;rivierprik;N04.04
vissen;rode poon;N04.04
vissen;schar;N04.04
vissen;schol;N04.04
vissen;snotolf;N04.04
vissen;spiering;N04.04
vissen;sprot;N04.04
vissen;steenbolk;N04.04
vissen;steur;N04.04
vissen;tarbot;N04.04
vissen;tong;N04.04
vissen;vijfdradige meun;N04.04
vissen;wijting;N04.04
vissen;zalm;N04.04
vissen;zandspiering;N04.04
vissen;zeebaarsdiklipharder;N04.04
vissen;zeedonderpad;N04.04
vissen;zeeforel;N04.04
vissen;zeeprik;N04.04
vissen;zwarte grondel;N04.04
vissen;barbeel;N03.01
vissen;beekforel;N03.01
vissen;beekprik;N03.01
vissen;bermpje;N03.01
vissen;elrits;N03.01
vissen;gestippelde alver;N03.01
vissen;kopvoorn;N03.01
vissen;kwabaal;N03.01
vissen;rivierdonderpad;N03.01
vissen;riviergrondel;N03.01
vissen;rivierprik;N03.01
vissen;serpeling;N03.01
vissen;sneep;N03.01
vissen;Beekrombout;N03.01
vissen;vlagzalm;N03.01
vissen;winde;N03.01
vissen;bittervoorn;N04.02
vissen;grote modderkruiper;N04.02
vissen;kleine modderkruiper;N04.02
vissen;kroeskarper;N04.02
vissen;kwabaal;N04.02
vissen;paling;N04.02
vissen;rivierdonderpad;N04.02
vissen;riviergrondel;N04.02
vissen;ruisvoorn;N04.02
vissen;snoek;N04.02
vissen;tiendoornige stekelbaars;N04.02
vissen;vetje;N04.02
vissen;zeelt;N04.02
vissen;bittervoorn;N04.01
vissen;kleine modderkruiper;N04.01
vissen;kwabaal;N04.01
vissen;paling;N04.01
vissen;rivierdonderpad;N04.01
vissen;riviergrondel;N04.01
vissen;ruisvoorn;N04.01
vissen;snoek;N04.01
vissen;tiendoornige stekelbaars;N04.01
vissen;vetje;N04.01
vissen;bot;N04.03
vissen;botervis;N04.03
vissen;brakwatergrondel;N04.03
vissen;dikkopje;N04.03
vissen;driedoornige stekelbaars;N04.03
vissen;glasgrondel;N04.03
vissen;grote koornaarvis;N04.03
vissen;grote zeenaald;N04.03
vissen;harnasman;N04.03
vissen;houting;N04.03
vissen;kleine zeenaald;N04.03
vissen;paling;N04.03
vissen;puitaal;N04.03
vissen;slakdolf;N04.03
vissen;spiering;N04.03
vissen;zandspiering;N04.03
vissen;zeedonderpad;N04.03
vissen;zwarte grondel;N04.03
vogels;aalscholver;N04.04
vogels;dwergmeeuw;N04.04
vogels;kuifduiker;N04.04
vogels;nonnetje;N04.04
vogels;Dodaarsgroep;N04.04
vogels;slobeend-groep;N04.04
vogels;Kuif-eend-groep;N04.04
vogels;Roerdomp-groep;N04.04
vogels;Porseleinhoen-groep;N04.04
vogels;dodaars;N04.04
vogels;geoorde fuut;N04.04
vogels;kuifduiker;N04.04
vogels;middelste zaagbek;N04.04
vogels;slobeend-groep;N04.04
vogels;Kuifeend-groep;N04.04
vogels;Roerdomp-groep;N04.04
vogels;Rietzanger-groep;N04.04
vogels;Porseleinhoen-groep;N04.04
vogels;Blauwborst-groep;N04.04
winter- en trekvogels;fuut;N01.02
winter- en trekvogels;aalscholver;N01.02
winter- en trekvogels;lepelaar;N01.02
winter- en trekvogels;kleine zwaan;N01.02
winter- en trekvogels;toendrarietgans;N01.02
winter- en trekvogels;grauwe gans;N01.02
winter- en trekvogels;brandgans;N01.02
winter- en trekvogels;rotgans;N01.02
winter- en trekvogels;bergeend;N01.02
winter- en trekvogels;smient;N01.02
winter- en trekvogels;krakeend;N01.02
winter- en trekvogels;wintertaling;N01.02
winter- en trekvogels;wilde eend;N01.02
winter- en trekvogels;pijlstaart;N01.02
winter- en trekvogels;slobeend;N01.02
winter- en trekvogels;toppereend;N01.02
winter- en trekvogels;eider;N01.02
winter- en trekvogels;brilduiker;N01.02
winter- en trekvogels;middelste zaagbek;N01.02
winter- en trekvogels;grote zaagbek;N01.02
winter- en trekvogels;slechtvalk;N01.02
winter- en trekvogels;scholekster;N01.02
winter- en trekvogels;kluut;N01.02
winter- en trekvogels;bontbekplevier;N01.02
winter- en trekvogels;goudplevier;N01.02
winter- en trekvogels;zilverplevier;N01.02
winter- en trekvogels;kievit;N01.02
winter- en trekvogels;kanoet;N01.02
winter- en trekvogels;drieteenstrandloper;N01.02
winter- en trekvogels;krombekstrandloper;N01.02
winter- en trekvogels;bonte strandloper;N01.02
winter- en trekvogels;grutto;N01.02
winter- en trekvogels;rosse grutto;N01.02
winter- en trekvogels;wulp;N01.02
winter- en trekvogels;zwarte ruiter;N01.02
winter- en trekvogels;tureluur;N01.02
winter- en trekvogels;groenpootruiter;N01.02
winter- en trekvogels;steenloper;N01.02
winter- en trekvogels;zwarte stern.;N01.02
winter- en trekvogels;fuut;N01.03
winter- en trekvogels;aalscholver;N01.03
winter- en trekvogels;lepelaar;N01.03
winter- en trekvogels;kleine zwaan;N01.03
winter- en trekvogels;toendrarietgans;N01.03
winter- en trekvogels;grauwe gans;N01.03
winter- en trekvogels;brandgans;N01.03
winter- en trekvogels;rotgans;N01.03
winter- en trekvogels;bergeend;N01.03
winter- en trekvogels;smient;N01.03
winter- en trekvogels;krakeend;N01.03
winter- en trekvogels;wintertaling;N01.03
winter- en trekvogels;wilde eend;N01.03
winter- en trekvogels;pijlstaart;N01.03
winter- en trekvogels;slobeend;N01.03
winter- en trekvogels;toppereend;N01.03
winter- en trekvogels;eider;N01.03
winter- en trekvogels;brilduiker;N01.03
winter- en trekvogels;middelste zaagbek;N01.03
winter- en trekvogels;grote zaagbek;N01.03
winter- en trekvogels;slechtvalk;N01.03
winter- en trekvogels;scholekster;N01.03
winter- en trekvogels;kluut;N01.03
winter- en trekvogels;bontbekplevier;N01.03
winter- en trekvogels;goudplevier;N01.03
winter- en trekvogels;zilverplevier;N01.03
winter- en trekvogels;kievit;N01.03
winter- en trekvogels;kanoet;N01.03
winter- en trekvogels;drieteenstrandloper;N01.03
winter- en trekvogels;krombekstrandloper;N01.03
winter- en trekvogels;bonte strandloper;N01.03
winter- en trekvogels;grutto;N01.03
winter- en trekvogels;rosse grutto;N01.03
winter- en trekvogels;wulp;N01.03
winter- en trekvogels;zwarte ruiter;N01.03
winter- en trekvogels;tureluur;N01.03
winter- en trekvogels;groenpootruiter;N01.03
winter- en trekvogels;steenloper;N01.03
winter- en trekvogels;zwarte stern.;N01.03
wintergasten;brandgans;N13.02
wintergasten;dwerggans;N13.02
wintergasten;grauwe gans;N13.02
wintergasten;kleine rietgans;N13.02
wintergasten;kleine zwaan;N13.02
wintergasten;kolgans;N13.02
wintergasten;rotgans;N13.02
wintergasten;smient;N13.02
wintergasten;taigarietgans;N13.02
wintergasten;toendrarietgans;N13.02
wintergasten;wilde zwaan;N13.02
zeezoogdieren;bruinvis;N01.01
zeezoogdieren;gewone zeehond;N01.01
